#CHROM	START	END	LOCUS	SYMBOL	strand	annotation
Chr11	21201715	21207327	LOC_Os11g36070	-	+	expressed_protein
Chr11	21210711	21216313	LOC_Os11g36090	-	-	receptor_kinase,putative,expressed
Chr11	21232639	21235267	LOC_Os11g36120	-	-	receptor-like_protein_kinase_precursor,putative,expressed
Chr11	21240792	21241744	LOC_Os11g36130	-	-	hypothetical_protein
Chr11	21243403	21246815	LOC_Os11g36140	-	-	receptor-like_protein_kinase_2_precursor,putative,expressed
Chr11	21250855	21254683	LOC_Os11g36150	-	-	receptor-like_protein_kinase_2_precursor,putative,expressed
Chr11	21261106	21265844	LOC_Os11g36160	-	-	receptor-like_protein_kinase_2_precursor,putative,expressed
Chr11	21270285	21271646	LOC_Os11g36170	-	-	expressed_protein
Chr11	21273533	21277443	LOC_Os11g36180	-	-	receptor_kinase,putative,expressed
Chr11	21284855	21289556	LOC_Os11g36190	-	-	receptor_kinase,putative,expressed
Chr11	21297806	21301732	LOC_Os11g36200	-	+	receptor-like_protein_kinase_2_precursor,putative,expressed
Chr11	21308433	21309149	LOC_Os11g36210	-	+	expressed_protein
Chr11	21324016	21324977	LOC_Os11g36230	-	-	expressed_protein
Chr11	21335334	21337979	LOC_Os11g36240	-	+	pectinesterase,putative,expressed
Chr11	21371662	21372451	LOC_Os11g36290	-	+	expressed_protein
Chr11	21374874	21376699	LOC_Os11g36300	-	+	expressed_protein
Chr11	21405684	21406372	LOC_Os11g36330	-	+	hypothetical_protein
Chr11	21413596	21417739	LOC_Os11g36340	-	+	lymphoid_organ_expressed_yellow_head_virus_receptor_protein,putative,expressed
Chr11	21418601	21419980	LOC_Os11g36350	-	-	OsFBDUF50_-_F-box_and_DUF_domain_containing_protein,expressed
Chr11	21443052	21452911	LOC_Os11g36390	-	+	RFC1_-_Putative_clamp_loader_of_PCNA,replication_factor_C_subunit_1,expressed
Chr11	21462380	21464486	LOC_Os11g36400	-	-	expressed_protein
Chr11	21468751	21472160	LOC_Os11g36410	-	-	NBS-LRR_type_disease_resistance_protein,putative,expressed
Chr11	21475694	21479716	LOC_Os11g36420	-	+	sialyltransferase_family_domain_containing_protein,expressed
Chr11	21480170	21485137	LOC_Os11g36430	OsAIR2	-	zinc_finger,C3HC4_type_domain_containing_protein,expressed
Chr11	21485902	21490094	LOC_Os11g36440	OsCRTISO|ZEBRA2|MHZ5|MIT3	+	amine_oxidase,flavin-containing,domain_containing_protein,expressed
Chr11	21490562	21493404	LOC_Os11g36450	-	-	OsFBO15_-_F-box_and_other_domain_containing_protein,expressed
Chr11	21494564	21495859	LOC_Os11g36460	-	-	SMC-related_protein_MSS2,putative,expressed
Chr11	21500549	21514325	LOC_Os11g36470	-	-	ubiquitin_carboxyl-terminal_hydrolase_21,putative,expressed
Chr11	21524812	21527175	LOC_Os11g36480	-	+	zinc_knuckle_domain_containing_protein,expressed
Chr11	21535085	21535822	LOC_Os11g36490	-	+	U-box_protein,putative,expressed
Chr11	21549241	21550299	LOC_Os11g36520	-	-	expressed_protein
Chr11	21552630	21556427	LOC_Os11g36530	-	-	heat_shock_protein_DnaJ,putative,expressed
Chr11	21561840	21563552	LOC_Os11g36550	-	+	expressed_protein
Chr11	21566630	21572265	LOC_Os11g36560	-	-	zinc_finger_C3HC4_type_family_protein,putative,expressed
Chr11	21584628	21585053	LOC_Os11g36570	-	-	expressed_protein
Chr11	21591519	21593646	LOC_Os11g36580	-	-	expressed_protein
Chr11	21602499	21602985	LOC_Os11g36600	-	+	expressed_protein
Chr11	21608163	21609671	LOC_Os11g36610	-	-	OsFBDUF51_-_F-box_and_DUF_domain_containing_protein,expressed
Chr11	21610719	21611955	LOC_Os11g36620	-	+	expressed_protein
Chr11	21634642	21635455	LOC_Os11g36660	-	-	expressed_protein
Chr11	21649003	21650324	LOC_Os11g36670	-	-	expressed_protein
Chr11	21654011	21657690	LOC_Os11g36679	-	+	zinc_knuckle_domain_containing_protein,expressed
Chr11	21665362	21667166	LOC_Os11g36690	-	+	expressed_protein
Chr11	21672364	21672972	LOC_Os11g36700	-	+	glycosyltransferase,putative,expressed
Chr11	21675027	21684774	LOC_Os11g36719	OsLOX10	+	lipoxygenase,putative,expressed
Chr11	21687447	21691214	LOC_Os11g36740	-	+	DUF593_domain_containing_protein,expressed
Chr11	21705480	21708029	LOC_Os11g36760	-	+	transmembrane_receptor,putative,expressed
Chr11	21711429	21712135	LOC_Os11g36770	-	+	expressed_protein
Chr11	21716842	21718448	LOC_Os11g36780	-	+	hypothetical_protein
Chr11	21719330	21724206	LOC_Os11g36790	-	+	OsFBO6_-_F-box_and_other_domain_containing_protein,expressed
Chr11	21727170	21727640	LOC_Os11g36800	-	+	expressed_protein
Chr11	21728246	21729209	LOC_Os11g36810	-	-	expressed_protein
Chr11	21729957	21730583	LOC_Os11g36820	-	+	expressed_protein
Chr11	21730812	21733055	LOC_Os11g36830	-	-	expressed_protein
Chr11	21734177	21736143	LOC_Os11g36840	-	-	expressed_protein
Chr11	21761231	21763662	LOC_Os11g36890	-	-	expressed_protein
Chr11	21765445	21765726	LOC_Os11g36900	-	+	hypothetical_protein
Chr11	21768499	21768861	LOC_Os11g36910	-	-	expressed_protein
Chr11	21780051	21782060	LOC_Os11g36920	-	+	expressed_protein
Chr11	21783658	21789027	LOC_Os11g36930	-	+	ZOS11-05_-_C2H2_zinc_finger_protein,expressed
Chr11	21790085	21791579	LOC_Os11g36940	-	+	glucan_endo-1%2C3-beta-glucosidase_precursor,putative,expressed
Chr11	21796786	21798449	LOC_Os11g36950	-	+	T-complex_protein_1_subunit_theta,putative,expressed
Chr11	21806099	21809530	LOC_Os11g36960	-	+	dnaJ_domain_containing_protein,expressed
Chr11	21816449	21823458	LOC_Os11g36970	-	+	zinc_finger_C3HC4_type_family_protein,putative,expressed
Chr11	21824729	21825602	LOC_Os11g36980	-	-	expressed_protein
Chr11	21839186	21843540	LOC_Os11g37000	-	+	heat_shock_protein_DnaJ,putative,expressed
Chr11	21850235	21852087	LOC_Os11g37010	-	+	expressed_protein
Chr11	21860270	21864027	LOC_Os11g37040	-	-	expressed_protein
Chr11	21872063	21877085	LOC_Os11g37050	Pb1	+	expressed_protein
Chr11	21881616	21882979	LOC_Os11g37060	-	+	OsFBDUF52_-_F-box_and_DUF_domain_containing_protein,expressed
Chr11	21883168	21888749	LOC_Os11g37070	-	-	expressed_protein
Chr11	21890393	21892408	LOC_Os11g37080	-	+	h%2FACA_ribonucleoprotein_complex_subunit_1-like_protein_1,putative,expressed
Chr11	21892581	21897269	LOC_Os11g37090	-	-	pumilio-family_RNA_binding_repeat_domain_containing_protein,expressed
Chr11	21906342	21909267	LOC_Os11g37100	-	+	expressed_protein
Chr11	21909642	21910871	LOC_Os11g37110	-	-	expressed_protein
Chr11	21912912	21915983	LOC_Os11g37120	-	-	nucleolar_protein_5,putative,expressed
Chr11	21920159	21923345	LOC_Os11g37130	-	-	mttA%2FHcf106_family_protein,putative,expressed
Chr11	21925866	21928146	LOC_Os11g37140	-	-	expressed_protein
Chr11	21935928	21937046	LOC_Os11g37160	-	-	expressed_protein
Chr11	21966870	21969203	LOC_Os11g37190	-	+	allergen-related,putative,expressed
Chr11	21982349	21986444	LOC_Os11g37200	-	+	transmembrane_BAX_inhibitor_motif-containing_protein,putative,expressed
Chr11	21986648	21990350	LOC_Os11g37210	-	-	MTN26L5_-_MtN26_family_protein_precursor,expressed
Chr11	21991574	21994240	LOC_Os11g37230	-	-	zinc_finger,C3HC4_type_domain_containing_protein,expressed
Chr11	21999678	22001569	LOC_Os11g37250	-	+	hypothetical_protein
Chr11	22003368	22010520	LOC_Os11g37260	-	+	SEY1,putative,expressed
Chr11	22011917	22013643	LOC_Os11g37270	-	-	AMBP1_-_Antimicrobial_peptide_MBP-1_family_protein_precursor,expressed
Chr11	22016848	22018539	LOC_Os11g37280	OsC6	+	LTPL68_-_Protease_inhibitor%2Fseed_storage%2FLTP_family_protein_precursor,expressed
Chr11	22019353	22021569	LOC_Os11g37290	-	-	hypothetical_protein
Chr11	22025760	22029748	LOC_Os11g37300	-	+	OsFBDUF53_-_F-box_and_DUF_domain_containing_protein,expressed
Chr11	22032819	22034099	LOC_Os11g37310	-	+	expressed_protein
Chr11	22038252	22039017	LOC_Os11g37320	-	-	LTPL79_-_Protease_inhibitor%2Fseed_storage%2FLTP_family_protein_precursor,putative,expressed
Chr11	22040368	22044971	LOC_Os11g37330	-	+	pentatricopeptide_repeat_domain_containing_protein,putative,expressed
Chr11	22045646	22046842	LOC_Os11g37340	-	+	OsFBX426_-_F-box_domain_containing_protein,expressed
Chr11	22052568	22053197	LOC_Os11g37360	-	+	expressed_protein
Chr11	22055065	22055457	LOC_Os11g37370	-	+	expressed_protein
Chr11	22061627	22061953	LOC_Os11g37380	-	+	expressed_protein
Chr11	22068104	22070409	LOC_Os11g37390	-	+	OsFBDUF54_-_F-box_and_DUF_domain_containing_protein,expressed
Chr11	22090454	22090687	LOC_Os11g37410	-	+	expressed_protein
Chr11	22130906	22131124	LOC_Os11g37480	-	+	expressed_protein
Chr11	22134433	22135219	LOC_Os11g37490	-	-	expressed_protein
Chr11	22139918	22143879	LOC_Os11g37510	-	+	ribosomal_protein_L4,putative,expressed
Chr11	22150225	22155604	LOC_Os11g37520	-	+	BTBT3_-_Bric-a-Brac,Tramtrack,Broad_Complex_BTB_domain_with_tetratricopeptide_repeats,expressed
Chr11	22156557	22158706	LOC_Os11g37530	-	-	expressed_protein
Chr11	22159509	22173475	LOC_Os11g37540	-	+	protein_phosphatase_2C,putative,expressed
Chr11	22173476	22174756	LOC_Os11g37550	-	-	OsCML6_-_Calmodulin-related_calcium_sensor_protein,expressed
Chr11	22175492	22178883	LOC_Os11g37560	-	-	expressed_protein
Chr11	22181152	22181556	LOC_Os11g37570	Xa10-Ni	-	expressed_protein
Chr11	22186464	22187684	LOC_Os11g37580	-	-	expressed_protein
Chr11	22199410	22202646	LOC_Os11g37610	-	-	expressed_protein
Chr11	22203734	22204676	LOC_Os11g37620	XA10	-	expressed_protein
Chr11	22208279	22212647	LOC_Os11g37630	-	-	expressed_protein
Chr11	22215791	22219121	LOC_Os11g37640	-	+	ADP-ribosylation_factor,putative,expressed
Chr11	22223651	22231042	LOC_Os11g37660	-	-	vegetative_storage_protein,putative,expressed
Chr11	22241400	22244430	LOC_Os11g37670	-	-	expressed_protein
Chr11	22261451	22266150	LOC_Os11g37680	-	-	expressed_protein
Chr11	22267448	22271484	LOC_Os11g37690	-	-	TBC_domain_containing_protein,expressed
Chr11	22272820	22282438	LOC_Os11g37700	-	-	pleiotropic_drug_resistance_protein,putative,expressed
Chr11	22301910	22303659	LOC_Os11g37720	-	+	integral_membrane_protein_DUF6_domain_containing_protein,expressed
Chr11	22305683	22310092	LOC_Os11g37730	OsGSTT1	+	glutathione_S-transferase,N-terminal_domain_containing_protein,expressed
Chr11	22310966	22319156	LOC_Os11g37740	-	+	stripe_rust_resistance_protein_Yr10,putative,expressed
Chr11	22328967	22334081	LOC_Os11g37759	-	+	stripe_rust_resistance_protein_Yr10,putative,expressed
Chr11	22351283	22356398	LOC_Os11g37774	-	+	stripe_rust_resistance_protein_Yr10,putative,expressed
Chr11	22366978	22370692	LOC_Os11g37780	-	+	stripe_rust_resistance_protein_Yr10,putative,expressed
Chr11	22382419	22384761	LOC_Os11g37790	-	+	mla,putative,expressed
Chr11	22385204	22389776	LOC_Os11g37800	-	+	mla1,putative,expressed
Chr11	22394137	22394676	LOC_Os11g37810	-	+	expressed_protein
Chr11	22413502	22414235	LOC_Os11g37840	-	+	expressed_protein
Chr11	22419268	22424868	LOC_Os11g37850	-	+	stripe_rust_resistance_protein_Yr10,putative,expressed
Chr11	22427759	22435407	LOC_Os11g37860	-	+	stripe_rust_resistance_protein_Yr10,putative,expressed
Chr11	22442247	22445393	LOC_Os11g37870	-	+	stripe_rust_resistance_protein_Yr10,putative,expressed
Chr11	22451636	22458566	LOC_Os11g37880	-	+	stripe_rust_resistance_protein_Yr10,putative,expressed
Chr11	22459800	22464681	LOC_Os11g37890	OsGME2	-	NAD_dependent_epimerase%2Fdehydratase_family_protein,putative,expressed
Chr11	22468253	22471487	LOC_Os11g37900	-	-	3-ketoacyl-CoA_synthase,putative,expressed
Chr11	22489163	22490613	LOC_Os11g37910	-	+	expressed_protein
Chr11	22491418	22493083	LOC_Os11g37920	-	+	DJ-1_family_protein,putative,expressed
Chr11	22495066	22495548	LOC_Os11g37930	-	-	WIP1_-_Wound-induced_protein_precursor,expressed
Chr11	22498498	22500491	LOC_Os11g37940	-	+	WIP2_-_Wound-induced_protein_precursor,expressed
Chr11	22500532	22501194	LOC_Os11g37944	-	-	expressed_protein
Chr11	22502007	22503109	LOC_Os11g37950	-	+	WIP3_-_Wound-induced_protein_precursor,expressed
Chr11	22505993	22507419	LOC_Os11g37960	-	+	WIP4_-_Wound-induced_protein_precursor,expressed
Chr11	22511506	22512404	LOC_Os11g37970	-	+	WIP5_-_Wound-induced_protein_precursor,expressed
Chr11	22514187	22518111	LOC_Os11g37980	-	-	GAUT2%2FLGT2,putative,expressed
Chr11	22523576	22529593	LOC_Os11g37990	-	-	chloroplastic_group_IIA_intron_splicing_facilitator_CRS1,chloroplast_precursor,putative,expressed
Chr11	22533853	22540098	LOC_Os11g38000	-	+	NB-ARC_domain_containing_protein,expressed
Chr11	22550213	22554890	LOC_Os11g38010	-	+	targeting_protein_for_Xklp2,putative,expressed
Chr11	22555514	22561050	LOC_Os11g38020	-	+	GTPase_of_unknown_function_domain_containing_protein,putative,expressed
Chr11	22561543	22565402	LOC_Os11g38030	-	-	CDK5RAP1,putative,expressed
Chr11	22565870	22568597	LOC_Os11g38040	-	-	expressed_protein
Chr11	22569981	22576763	LOC_Os11g38050	-	-	phosphoesterase_family_protein,putative,expressed
Chr11	22577889	22579413	LOC_Os11g38070	-	+	expressed_protein
Chr11	22600678	22602126	LOC_Os11g38100	-	+	OsFBDUF55_-_F-box_and_DUF_domain_containing_protein,expressed
Chr11	22604874	22606589	LOC_Os11g38120	-	+	OsFBDUF56_-_F-box_and_DUF_domain_containing_protein,expressed
Chr11	22610870	22612522	LOC_Os11g38130	-	-	OsFBDUF57_-_F-box_and_DUF_domain_containing_protein,expressed
Chr11	22614877	22616875	LOC_Os11g38140	-	-	OsFBDUF58_-_F-box_and_DUF_domain_containing_protein,expressed
Chr11	22618819	22624351	LOC_Os11g38150	-	-	expressed_protein
Chr11	22625530	22627579	LOC_Os11g38160	-	+	transporter_family_protein,putative,expressed
Chr11	22630975	22637804	LOC_Os11g38170	-	+	notchless_protein,putative,expressed
Chr11	22639342	22641012	LOC_Os11g38180	-	-	OsFBDUF59_-_F-box_and_DUF_domain_containing_protein,expressed
Chr11	22642566	22643982	LOC_Os11g38190	-	-	expressed_protein
Chr11	22645520	22647213	LOC_Os11g38200	-	-	OsFBDUF60_-_F-box_and_DUF_domain_containing_protein,expressed
Chr11	22649785	22650366	LOC_Os11g38210	-	+	DUF538_domain_containing_protein,putative,expressed
Chr11	22651496	22652160	LOC_Os11g38220	-	+	DUF538_domain_containing_protein,putative,expressed
Chr11	22654139	22655548	LOC_Os11g38230	-	-	OsFBDUF61_-_F-box_and_DUF_domain_containing_protein,expressed
Chr11	22657193	22657846	LOC_Os11g38240	-	+	DUF538_domain_containing_protein,putative,expressed
Chr11	22658414	22660215	LOC_Os11g38250	-	-	expressed_protein
Chr11	22660470	22662342	LOC_Os11g38260	-	+	PAP_fibrillin_family_domain_containing_protein,expressed
Chr11	22663457	22664995	LOC_Os11g38270	FON2|FON4|TG1	-	hypothetical_protein
Chr11	22666031	22666291	LOC_Os11g38280	-	-	expressed_protein
Chr11	22680331	22684592	LOC_Os11g38310	-	-	expressed_protein
Chr11	22697693	22704632	LOC_Os11g38330	-	+	ZOS11-06_-_C2H2_zinc_finger_protein,expressed
Chr11	22708894	22711722	LOC_Os11g38340	-	-	expressed_protein
Chr11	22727613	22727867	LOC_Os11g38370	-	-	hypothetical_protein
Chr11	22729201	22732922	LOC_Os11g38380	-	+	expressed_protein
Chr11	22735417	22737431	LOC_Os11g38390	-	+	expressed_protein
Chr11	22738737	22739120	LOC_Os11g38400	-	-	hypothetical_protein
Chr11	22747007	22747441	LOC_Os11g38410	-	-	expressed_protein
Chr11	22759741	22760167	LOC_Os11g38430	-	+	expressed_protein
Chr11	22763793	22767680	LOC_Os11g38440	-	+	expressed_protein
Chr11	22768598	22772131	LOC_Os11g38450	-	-	expressed_protein
Chr11	22794994	22795662	LOC_Os11g38470	-	-	expressed_protein
Chr11	22799288	22802116	LOC_Os11g38480	-	+	NBS-LRR_type_disease_resistance_protein,putative,expressed
Chr11	22816581	22817823	LOC_Os11g38500	-	-	OsFBDUF62_-_F-box_and_DUF_domain_containing_protein,expressed
Chr11	22820362	22820654	LOC_Os11g38510	-	+	expressed_protein
Chr11	22823283	22827625	LOC_Os11g38520	-	-	expressed_protein
Chr11	22862447	22867268	LOC_Os11g38580	-	+	NBS-LRR_type_disease_resistance_protein,putative,expressed
Chr11	22869638	22870198	LOC_Os11g38590	-	-	expressed_protein
Chr11	22872163	22872591	LOC_Os11g38600	-	+	TruB_family_pseudouridylate_synthase,putative,expressed
Chr11	22876399	22884547	LOC_Os11g38610	-	+	expressed_protein
Chr11	22887402	22892035	LOC_Os11g38620	-	+	expressed_protein
Chr11	22900684	22908302	LOC_Os11g38630	-	+	expressed_protein
Chr11	22910686	22917137	LOC_Os11g38640	-	+	expressed_protein
Chr11	22925987	22928036	LOC_Os11g38650	-	-	UDP-glucoronosyl%2FUDP-glucosyl_transferase,putative,expressed
Chr11	22949431	22954688	LOC_Os11g38670	-	+	DEAD-box_ATP-dependent_RNA_helicase,putative,expressed
Chr11	22957630	22958127	LOC_Os11g38680	-	+	expressed_protein
Chr11	22973654	22974256	LOC_Os11g38710	-	+	expressed_protein
Chr11	23053077	23053500	LOC_Os11g38765	-	-	expressed_protein
Chr11	23060525	23061100	LOC_Os11g38780	-	-	EF_hand_family_protein,putative
Chr11	23063495	23064576	LOC_Os11g38790	-	+	expressed_protein
Chr11	23065945	23072824	LOC_Os11g38800	-	+	zinc_finger_family_protein,putative,expressed
Chr11	23077519	23081682	LOC_Os11g38810	-	+	mannose-6-phosphate_isomerase,putative,expressed
Chr11	23097303	23097788	LOC_Os11g38830	-	-	PE-PGRS_family_protein,putative,expressed
Chr11	23104256	23104793	LOC_Os11g38840	-	-	expressed_protein
Chr11	23119941	23123193	LOC_Os11g38850	-	+	TKL_IRAK_DUF26-la.7_-_DUF26_kinases_have_homology_to_DUF26_containing_loci,expressed
Chr11	23128489	23134152	LOC_Os11g38860	-	+	methyltransferase,putative,expressed
Chr11	23132264	23137598	LOC_Os11g38870	-	-	helix-loop-helix_DNA-binding_domain_containing_protein,expressed
Chr11	23140918	23142279	LOC_Os11g38880	-	-	hypothetical_protein
Chr11	23158472	23164258	LOC_Os11g38900	-	+	histone-lysine_N-methyltransferase,H3_lysine-9_specific_SUVH1,putative,expressed
Chr11	23166977	23167787	LOC_Os11g38910	-	+	pyruvate_decarboxylase_isozyme_1,putative,expressed
Chr11	23171897	23176348	LOC_Os11g38920	-	+	HVA22,putative,expressed
Chr11	23176604	23178856	LOC_Os11g38930	-	+	tRNA-splicing_endonuclease_subunit_Sen2,putative,expressed
Chr11	23184447	23187634	LOC_Os11g38959	-	+	40S_ribosomal_protein_S9-2,putative,expressed
Chr11	23189532	23190792	LOC_Os11g38970	-	+	expressed_protein
Chr11	23194769	23197394	LOC_Os11g38980	-	-	F-box%2FKelch-repeat_protein,putative,expressed
Chr11	23212467	23217469	LOC_Os11g38990	-	+	peptidyl-prolyl_cis-trans_isomerase,putative,expressed
Chr11	23222907	23224224	LOC_Os11g39000	-	+	helix-loop-helix_DNA-binding_domain_containing_protein,expressed
Chr11	23225322	23226629	LOC_Os11g39010	-	-	expressed_protein
Chr11	23230112	23234077	LOC_Os11g39020	-	+	ABC_transporter,ATP-binding_protein,putative,expressed
Chr11	23236036	23237283	LOC_Os11g39030	-	-	RNA_recognition_motif_containing_protein,putative,expressed
Chr11	23246056	23248943	LOC_Os11g39040	-	-	expressed_protein
Chr11	23249946	23250515	LOC_Os11g39050	-	-	expressed_protein
Chr11	23252864	23253271	LOC_Os11g39060	-	-	expressed_protein
Chr11	23255786	23256256	LOC_Os11g39070	-	-	expressed_protein
Chr11	23260777	23262764	LOC_Os11g39079	-	+	expressed_protein
Chr11	23263045	23263602	LOC_Os11g39090	-	+	expressed_protein
Chr11	23271505	23272107	LOC_Os11g39100	-	-	expressed_protein
Chr11	23274725	23275024	LOC_Os11g39110	-	-	expressed_protein
Chr11	23283945	23284798	LOC_Os11g39120	-	-	expressed_protein
Chr11	23291054	23294563	LOC_Os11g39130	-	+	zinc_finger,C3HC4_type_family_protein,expressed
Chr11	23295112	23298744	LOC_Os11g39140	-	+	thioredoxin_domain-containing_protein_9,putative,expressed
Chr11	23305866	23313424	LOC_Os11g39160	-	-	NBS-LRR_disease_resistance_protein,putative,expressed
Chr11	23333663	23337437	LOC_Os11g39190	-	+	NB-ARC_domain_containing_protein,putative,expressed
Chr11	23342250	23344648	LOC_Os11g39200	-	-	hAT_dimerisation_domain_containing_protein,expressed
Chr11	23346654	23348579	LOC_Os11g39209	-	+	expressed_protein
Chr11	23354149	23358318	LOC_Os11g39220	OsACX2	-	acyl-coenzyme_A_oxidase,putative,expressed
Chr11	23375142	23376295	LOC_Os11g39254	-	+	expressed_protein
Chr11	23377646	23378368	LOC_Os11g39260	-	-	NBS-LRR_disease_resistance_protein,putative,expressed
Chr11	23389785	23391708	LOC_Os11g39280	-	+	disease_resistance_protein,putative,expressed
Chr11	23394472	23397799	LOC_Os11g39290	-	+	Leucine_Rich_Repeat_family_protein,expressed
Chr11	23398861	23401546	LOC_Os11g39300	-	+	expressed_protein
Chr11	23403416	23407282	LOC_Os11g39310	-	-	NB-ARC_domain_containing_protein,expressed
Chr11	23408103	23413029	LOC_Os11g39320	-	+	LZ-NBS-LRR_class,putative,expressed
Chr11	23415625	23418638	LOC_Os11g39330	-	-	NB-ARC_domain_containing_protein,putative,expressed
Chr11	23421717	23426690	LOC_Os11g39350	-	-	expressed_protein
Chr11	23427261	23429926	LOC_Os11g39360	-	+	pentatricopeptide_repeat_domain_containing_protein,putative,expressed
Chr11	23431233	23436807	LOC_Os11g39370	-	-	BRASSINOSTEROID_INSENSITIVE_1-associated_receptor_kinase_1_precursor,putative,expressed
Chr11	23443483	23443995	LOC_Os11g39380	-	+	expressed_protein
Chr11	23444447	23444785	LOC_Os11g39390	-	-	expressed_protein
Chr11	23459658	23475516	LOC_Os11g39420	-	-	jacalin-like_lectin_domain_containing_protein,expressed
Chr11	23467539	23471956	LOC_Os11g39430	-	+	expressed_protein
Chr11	23488660	23496017	LOC_Os11g39450	-	+	cysteine-rich_receptor-like_protein_kinase_7_precursor,putative,expressed
Chr11	23506616	23507170	LOC_Os11g39480	-	-	jacalin-like_lectin_domain_containing_protein,expressed
Chr11	23508365	23513127	LOC_Os11g39490	-	-	jacalin-like_lectin_domain_containing_protein,expressed
Chr11	23514275	23514664	LOC_Os11g39500	-	+	hypothetical_protein
Chr11	23535118	23536097	LOC_Os11g39520	-	+	hypothetical_protein
Chr11	23537272	23545497	LOC_Os11g39530	-	-	jacalin-like_lectin_domain_containing_protein,expressed
Chr11	23553560	23558464	LOC_Os11g39540	-	-	14-3-3_protein,putative,expressed
Chr11	23565236	23575489	LOC_Os11g39550	-	-	Leucine_Rich_Repeat_family_protein,expressed
Chr11	23578838	23581592	LOC_Os11g39618	-	+	expressed_protein
Chr11	23578838	23581592	LOC_Os11g39568	-	+	expressed_protein
Chr11	23585625	23590396	LOC_Os11g39590	-	-	expressed_protein
Chr11	23592859	23595271	LOC_Os11g39600	-	-	resistance_protein,putative,expressed
Chr11	23596922	23598259	LOC_Os11g39609	-	-	OsFBDUF64_-_F-box_and_DUF_domain_containing_protein
Chr11	23600980	23603659	LOC_Os11g39630	-	-	ZOS11-08_-_C2H2_zinc_finger_protein,expressed
Chr11	23601796	23604296	LOC_Os11g39580	-	-	expressed_protein
Chr11	23610858	23612864	LOC_Os11g39640	-	+	zinc_finger,C3HC4_type_domain_containing_protein,expressed
Chr11	23615037	23619315	LOC_Os11g39650	-	-	WD_domain,G-beta_repeat_domain_containing_protein,expressed
Chr11	23628182	23632588	LOC_Os11g39670	-	+	seryl-tRNA_synthetase,putative,expressed
Chr11	23635337	23636133	LOC_Os11g39680	-	+	expressed_protein
Chr11	23640253	23640462	LOC_Os11g39690	-	-	hypothetical_protein
Chr11	23675579	23678380	LOC_Os11g39730	-	-	NB-ARC_domain_containing_protein,expressed
Chr11	23683394	23684597	LOC_Os11g39740	-	+	expressed_protein
Chr11	23701888	23702451	LOC_Os11g39750	-	+	expressed_protein
Chr11	23703781	23704203	LOC_Os11g39760	-	+	expressed_protein
Chr11	23705284	23705921	LOC_Os11g39770	-	-	expressed_protein
Chr11	23707679	23708257	LOC_Os11g39780	-	-	expressed_protein
Chr11	23725195	23726110	LOC_Os11g39800	-	-	expressed_protein
Chr11	23731361	23734819	LOC_Os11g39810	-	+	expressed_protein
Chr11	23744378	23745959	LOC_Os11g39820	-	+	expressed_protein
Chr11	23748161	23748703	LOC_Os11g39830	-	-	expressed_protein
Chr11	23750517	23751008	LOC_Os11g39840	-	+	expressed_protein
Chr11	23754078	23756272	LOC_Os11g39850	-	-	expressed_protein
Chr11	23787903	23788768	LOC_Os11g39910	-	+	DEFL80_-_Defensin_and_Defensin-like_DEFL_family,expressed
Chr11	23791977	23795809	LOC_Os11g39920	-	+	expressed_protein
Chr11	23819635	23820126	LOC_Os11g39960	-	+	expressed_protein
Chr11	23844616	23848567	LOC_Os11g39990	-	+	patatin,putative,expressed
Chr11	23852022	23860880	LOC_Os11g40009	-	+	phospholipase,patatin_family,putative,expressed
Chr11	23866045	23867908	LOC_Os11g40030	KRP3	+	cyclin-dependent_kinase_inhibitor,putative,expressed
Chr11	23892404	23896139	LOC_Os11g40070	-	+	expressed_protein
Chr11	23902612	23909194	LOC_Os11g40080	-	+	lipin,N-terminal_conserved_region_family_protein,expressed
Chr11	23909865	23913312	LOC_Os11g40090	-	+	A49-like_RNA_polymerase_I_associated_factor_family_protein,expressed
Chr11	23913602	23917202	LOC_Os11g40100	-	-	GRF-interacting_factor_2,putative,expressed
Chr11	23926033	23929039	LOC_Os11g40110	-	-	RWP-RK,putative,expressed
Chr11	23931025	23931786	LOC_Os11g40120	-	-	expressed_protein
Chr11	23934121	23935380	LOC_Os11g40130	-	+	expressed_protein
Chr11	23938187	23942544	LOC_Os11g40140	OgPAE1	-	peptidase,T1_family,putative,expressed
Chr11	23942684	23946597	LOC_Os11g40150	OsRad51|OsRad51A1	+	DNA_repair_protein_Rad51,putative,expressed
Chr11	23947040	23949310	LOC_Os11g40160	-	+	expressed_protein
Chr11	23952728	23953159	LOC_Os11g40170	-	-	conserved_hypothetical_protein
Chr11	23964797	23968897	LOC_Os11g40180	-	+	dirigent,putative,expressed
Chr11	23976787	23979856	LOC_Os11g40200	-	+	expressed_protein
Chr11	23983314	23987039	LOC_Os11g40210	-	-	remorin_C-terminal_domain_containing_protein,putative,expressed
Chr11	23993291	23994340	LOC_Os11g40220	-	-	MBTB62_-_Bric-a-Brac,Tramtrack,Broad_Complex_BTB_domain_with_Meprin_and_TRAF_Homology_MATH_domain,expressed
Chr11	23997972	23999357	LOC_Os11g40230	-	-	expressed_protein
Chr11	24001622	24010494	LOC_Os11g40249	-	+	expressed_protein
Chr11	24013154	24013588	LOC_Os11g40270	-	+	expressed_protein
Chr11	24037402	24039594	LOC_Os11g40320	-	+	expressed_protein
